index,id,datetime,time,reading,measure,port

52,pine chip NO3 humid,03/20/2018 12:59:10,1530.000,2.02,C2H5OH,COM5

52,pine chip NO3 humid,03/20/2018 12:59:10,1530.000,19.75,O2,COM6

52,pine chip NO3 humid,03/20/2018 12:59:10,1530.000,980.0,Pressure,COM6

52,pine chip NO3 humid,03/20/2018 12:59:10,1530.000,33.1,uvTemperature,COM6

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,795.0,CO2,COM4

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,61.4,Humidity,COM4

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,29.4,Temperature,COM4

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,0.87,NH3,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,5.21,CO,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,0.10,NO2,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,827.68,C3H8,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,546.31,C4H10,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,1190.27,CH4,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,0.95,H2,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,2.03,C2H5OH,COM5

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,19.73,O2,COM6

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,980.0,Pressure,COM6

53,pine chip NO3 humid,03/20/2018 12:59:40,1560.000,33.1,uvTemperature,COM6

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,774.0,CO2,COM4

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,61.7,Humidity,COM4

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,29.4,Temperature,COM4

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,0.87,NH3,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,5.21,CO,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,0.10,NO2,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,827.68,C3H8,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,546.31,C4H10,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,1190.27,CH4,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,0.95,H2,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,2.03,C2H5OH,COM5

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,19.75,O2,COM6

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,980.0,Pressure,COM6

54,pine chip NO3 humid,03/20/2018 13:00:10,1590.000,33.2,uvTemperature,COM6

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,805.0,CO2,COM4

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,62.0,Humidity,COM4

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,29.5,Temperature,COM4

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,0.88,NH3,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,5.23,CO,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,0.10,NO2,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,836.37,C3H8,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,551.17,C4H10,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,1211.68,CH4,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,0.96,H2,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,2.05,C2H5OH,COM5

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,19.74,O2,COM6

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,980.0,Pressure,COM6

55,pine chip NO3 humid,03/20/2018 13:00:40,1620.000,33.2,uvTemperature,COM6

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,818.0,CO2,COM4

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,62.1,Humidity,COM4

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,29.5,Temperature,COM4

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,0.88,NH3,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,5.23,CO,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,0.10,NO2,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,836.37,C3H8,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,551.17,C4H10,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,1211.68,CH4,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,0.96,H2,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,2.05,C2H5OH,COM5

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,19.74,O2,COM6

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,980.0,Pressure,COM6

56,pine chip NO3 humid,03/20/2018 13:01:10,1650.000,33.3,uvTemperature,COM6

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,773.0,CO2,COM4

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,62.5,Humidity,COM4

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,29.5,Temperature,COM4

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,0.88,NH3,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,5.26,CO,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,0.09,NO2,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,836.37,C3H8,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,551.17,C4H10,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,1233.45,CH4,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,0.96,H2,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,2.06,C2H5OH,COM5

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,19.73,O2,COM6

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,980.0,Pressure,COM6

57,pine chip NO3 humid,03/20/2018 13:01:40,1680.000,33.3,uvTemperature,COM6

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,835.0,CO2,COM4

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,62.7,Humidity,COM4

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,29.6,Temperature,COM4

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,0.88,NH3,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,5.28,CO,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,0.09,NO2,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,845.14,C3H8,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,556.07,C4H10,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,1255.60,CH4,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,0.97,H2,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,2.07,C2H5OH,COM5

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,19.73,O2,COM6

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,980.0,Pressure,COM6

58,pine chip NO3 humid,03/20/2018 13:02:10,1710.000,33.3,uvTemperature,COM6

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,806.0,CO2,COM4

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,63.0,Humidity,COM4

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,29.6,Temperature,COM4

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,0.88,NH3,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,5.28,CO,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,0.09,NO2,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,845.14,C3H8,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,556.07,C4H10,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,1255.60,CH4,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,0.97,H2,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,2.07,C2H5OH,COM5

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,19.73,O2,COM6

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,980.0,Pressure,COM6

59,pine chip NO3 humid,03/20/2018 13:02:40,1740.000,33.3,uvTemperature,COM6

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,811.0,CO2,COM4

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,63.2,Humidity,COM4

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,29.6,Temperature,COM4

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,0.90,NH3,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,5.33,CO,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,0.09,NO2,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,862.93,C3H8,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,566.00,C4H10,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,1301.03,CH4,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,0.98,H2,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,2.10,C2H5OH,COM5

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,19.71,O2,COM6

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,981.0,Pressure,COM6

60,pine chip NO3 humid,03/20/2018 13:03:10,1770.000,33.3,uvTemperature,COM6

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,811.0,CO2,COM4

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,63.6,Humidity,COM4

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,29.7,Temperature,COM4

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,0.90,NH3,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,5.28,CO,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,0.09,NO2,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,862.93,C3H8,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,566.00,C4H10,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,1255.60,CH4,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,0.97,H2,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,2.07,C2H5OH,COM5

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,19.73,O2,COM6

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,980.0,Pressure,COM6

61,pine chip NO3 humid,03/20/2018 13:03:40,1800.000,33.3,uvTemperature,COM6

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,781.0,CO2,COM4

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,63.8,Humidity,COM4

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,29.7,Temperature,COM4

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,0.88,NH3,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,5.31,CO,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,0.09,NO2,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,845.14,C3H8,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,556.07,C4H10,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,1278.12,CH4,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,0.98,H2,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,2.08,C2H5OH,COM5

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,19.72,O2,COM6

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,980.0,Pressure,COM6

62,pine chip NO3 humid,03/20/2018 13:04:10,1830.000,33.4,uvTemperature,COM6

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,784.0,CO2,COM4

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,64.0,Humidity,COM4

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,29.7,Temperature,COM4

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,0.89,NH3,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,5.31,CO,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,0.09,NO2,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,853.99,C3H8,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,561.02,C4H10,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,1278.12,CH4,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,0.98,H2,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,2.08,C2H5OH,COM5

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,19.72,O2,COM6

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,980.0,Pressure,COM6

63,pine chip NO3 humid,03/20/2018 13:04:40,1860.000,33.4,uvTemperature,COM6

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,774.0,CO2,COM4

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,64.3,Humidity,COM4

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,29.8,Temperature,COM4

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,0.89,NH3,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,5.33,CO,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,0.09,NO2,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,853.99,C3H8,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,561.02,C4H10,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,1301.03,CH4,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,0.98,H2,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,2.10,C2H5OH,COM5

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,19.72,O2,COM6

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,980.0,Pressure,COM6

64,pine chip NO3 humid,03/20/2018 13:05:10,1890.000,33.4,uvTemperature,COM6

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,823.0,CO2,COM4

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,64.5,Humidity,COM4

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,29.8,Temperature,COM4

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,0.89,NH3,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,5.33,CO,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,0.09,NO2,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,853.99,C3H8,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,561.02,C4H10,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,1301.03,CH4,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,0.98,H2,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,2.10,C2H5OH,COM5

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,19.72,O2,COM6

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,980.0,Pressure,COM6

65,pine chip NO3 humid,03/20/2018 13:05:40,1920.000,33.5,uvTemperature,COM6

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,810.0,CO2,COM4

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,64.7,Humidity,COM4

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,29.9,Temperature,COM4

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,0.90,NH3,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,5.36,CO,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,0.09,NO2,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,862.93,C3H8,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,566.00,C4H10,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,1324.33,CH4,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,0.99,H2,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,2.11,C2H5OH,COM5

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,19.72,O2,COM6

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,980.0,Pressure,COM6

66,pine chip NO3 humid,03/20/2018 13:06:10,1950.000,33.5,uvTemperature,COM6

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,820.0,CO2,COM4

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,64.9,Humidity,COM4

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,29.9,Temperature,COM4

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,0.90,NH3,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,5.38,CO,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,0.09,NO2,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,862.93,C3H8,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,566.00,C4H10,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,1301.03,CH4,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,0.98,H2,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,2.10,C2H5OH,COM5

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,19.72,O2,COM6

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,980.0,Pressure,COM6

67,pine chip NO3 humid,03/20/2018 13:06:40,1980.000,33.5,uvTemperature,COM6

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,818.0,CO2,COM4

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,65.2,Humidity,COM4

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,29.9,Temperature,COM4

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,0.90,NH3,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,5.38,CO,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,0.09,NO2,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,871.95,C3H8,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,571.02,C4H10,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,1348.03,CH4,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,1.00,H2,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,2.12,C2H5OH,COM5

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,19.72,O2,COM6

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,981.0,Pressure,COM6

68,pine chip NO3 humid,03/20/2018 13:07:10,2010.000,33.6,uvTemperature,COM6

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,790.0,CO2,COM4

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,65.4,Humidity,COM4

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,30.0,Temperature,COM4

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,0.90,NH3,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,5.38,CO,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,0.09,NO2,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,871.95,C3H8,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,571.02,C4H10,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,1348.03,CH4,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,1.00,H2,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,2.12,C2H5OH,COM5

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,19.72,O2,COM6

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,980.0,Pressure,COM6

69,pine chip NO3 humid,03/20/2018 13:07:40,2040.000,33.6,uvTemperature,COM6

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,795.0,CO2,COM4

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,65.7,Humidity,COM4

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,30.0,Temperature,COM4

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,0.90,NH3,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,5.41,CO,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,0.09,NO2,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,871.95,C3H8,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,571.02,C4H10,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,1372.14,CH4,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,1.01,H2,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,2.14,C2H5OH,COM5

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,19.72,O2,COM6

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,980.0,Pressure,COM6

70,pine chip NO3 humid,03/20/2018 13:08:10,2070.000,33.6,uvTemperature,COM6

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,762.0,CO2,COM4

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,65.8,Humidity,COM4

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,30.0,Temperature,COM4

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,0.91,NH3,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,5.41,CO,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,0.09,NO2,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,881.05,C3H8,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,576.07,C4H10,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,1372.14,CH4,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,1.01,H2,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,2.14,C2H5OH,COM5

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,19.71,O2,COM6

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,980.0,Pressure,COM6

71,pine chip NO3 humid,03/20/2018 13:08:40,2100.000,33.6,uvTemperature,COM6

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,819.0,CO2,COM4

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,66.0,Humidity,COM4

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,30.0,Temperature,COM4

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,0.91,NH3,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,5.41,CO,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,0.09,NO2,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,881.05,C3H8,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,576.07,C4H10,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,1372.14,CH4,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,1.01,H2,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,2.14,C2H5OH,COM5

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,19.7,O2,COM6

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,980.0,Pressure,COM6

72,pine chip NO3 humid,03/20/2018 13:09:10,2130.000,33.7,uvTemperature,COM6

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,829.0,CO2,COM4

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,66.2,Humidity,COM4

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,30.0,Temperature,COM4

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,0.91,NH3,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,5.44,CO,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,0.09,NO2,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,881.05,C3H8,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,576.07,C4H10,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,1396.65,CH4,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,1.01,H2,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,2.15,C2H5OH,COM5

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,19.7,O2,COM6

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,980.0,Pressure,COM6

73,pine chip NO3 humid,03/20/2018 13:09:40,2160.000,33.7,uvTemperature,COM6

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,859.0,CO2,COM4

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,66.5,Humidity,COM4

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,30.0,Temperature,COM4

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,0.91,NH3,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,5.44,CO,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,0.09,NO2,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,890.24,C3H8,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,581.17,C4H10,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,1396.65,CH4,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,1.01,H2,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,2.15,C2H5OH,COM5

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,19.69,O2,COM6

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,980.0,Pressure,COM6

74,pine chip NO3 humid,03/20/2018 13:10:10,2190.000,33.7,uvTemperature,COM6

75,pine chip NO3 humid,03/20/2018 13:10:40,2220.000,834.0,CO2,COM4

