index,id,datetime,time,reading,measure,port

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,556.07,C4H10,COM5

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,772.15,CH4,COM5

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,0.79,H2,COM5

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,1.74,C2H5OH,COM5

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,19.69,O2,COM6

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,980.0,Pressure,COM6

245,pine chip NO3 humid,03/20/2018 14:35:41,7321.000,32.1,uvTemperature,COM6

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,898.0,CO2,COM4

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,80.8,Humidity,COM4

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,28.8,Temperature,COM4

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,0.88,NH3,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,4.63,CO,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,0.53,NO2,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,845.14,C3H8,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,556.07,C4H10,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,772.15,CH4,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,0.79,H2,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,1.74,C2H5OH,COM5

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,19.68,O2,COM6

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,980.0,Pressure,COM6

246,pine chip NO3 humid,03/20/2018 14:36:11,7351.000,32.0,uvTemperature,COM6

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,904.0,CO2,COM4

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,80.8,Humidity,COM4

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,28.8,Temperature,COM4

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,0.88,NH3,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,4.63,CO,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,0.54,NO2,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,845.14,C3H8,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,556.07,C4H10,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,772.15,CH4,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,0.79,H2,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,1.74,C2H5OH,COM5

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,19.69,O2,COM6

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,980.0,Pressure,COM6

247,pine chip NO3 humid,03/20/2018 14:36:41,7381.000,32.0,uvTemperature,COM6

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,917.0,CO2,COM4

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,80.9,Humidity,COM4

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,28.8,Temperature,COM4

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,0.88,NH3,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,4.61,CO,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,0.54,NO2,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,836.37,C3H8,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,551.17,C4H10,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,758.18,CH4,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,0.79,H2,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,1.73,C2H5OH,COM5

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,19.69,O2,COM6

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,980.0,Pressure,COM6

248,pine chip NO3 humid,03/20/2018 14:37:12,7412.000,32.0,uvTemperature,COM6

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,906.0,CO2,COM4

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,80.9,Humidity,COM4

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,28.8,Temperature,COM4

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,0.87,NH3,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,4.61,CO,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,0.54,NO2,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,827.68,C3H8,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,546.31,C4H10,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,758.18,CH4,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,0.79,H2,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,1.73,C2H5OH,COM5

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,19.69,O2,COM6

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,980.0,Pressure,COM6

249,pine chip NO3 humid,03/20/2018 14:37:42,7442.000,32.0,uvTemperature,COM6

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,890.0,CO2,COM4

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,80.9,Humidity,COM4

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,28.8,Temperature,COM4

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,0.88,NH3,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,4.65,CO,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,0.54,NO2,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,845.14,C3H8,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,556.07,C4H10,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,786.36,CH4,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,0.80,H2,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,1.75,C2H5OH,COM5

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,19.69,O2,COM6

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,980.0,Pressure,COM6

250,pine chip NO3 humid,03/20/2018 14:38:12,7472.000,32.0,uvTemperature,COM6

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,948.0,CO2,COM4

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,80.8,Humidity,COM4

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,28.7,Temperature,COM4

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,0.87,NH3,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,4.59,CO,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,0.55,NO2,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,819.08,C3H8,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,541.48,C4H10,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,744.45,CH4,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,0.78,H2,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,1.72,C2H5OH,COM5

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,19.69,O2,COM6

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,980.0,Pressure,COM6

251,pine chip NO3 humid,03/20/2018 14:38:42,7502.000,31.9,uvTemperature,COM6

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,868.0,CO2,COM4

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,80.8,Humidity,COM4

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,28.7,Temperature,COM4

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,0.87,NH3,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,4.59,CO,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,0.56,NO2,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,827.68,C3H8,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,546.31,C4H10,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,744.45,CH4,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,0.78,H2,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,1.72,C2H5OH,COM5

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,19.7,O2,COM6

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,980.0,Pressure,COM6

252,pine chip NO3 humid,03/20/2018 14:39:12,7532.000,31.9,uvTemperature,COM6

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,937.0,CO2,COM4

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,80.9,Humidity,COM4

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,28.7,Temperature,COM4

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,0.87,NH3,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,4.59,CO,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,0.56,NO2,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,819.08,C3H8,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,541.48,C4H10,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,744.45,CH4,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,0.78,H2,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,1.72,C2H5OH,COM5

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,19.69,O2,COM6

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,980.0,Pressure,COM6

253,pine chip NO3 humid,03/20/2018 14:39:42,7562.000,31.9,uvTemperature,COM6

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,909.0,CO2,COM4

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,80.9,Humidity,COM4

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,28.7,Temperature,COM4

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,0.87,NH3,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,4.56,CO,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,0.56,NO2,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,819.08,C3H8,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,541.48,C4H10,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,730.95,CH4,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,0.78,H2,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,1.71,C2H5OH,COM5

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,19.69,O2,COM6

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,980.0,Pressure,COM6

254,pine chip NO3 humid,03/20/2018 14:40:12,7592.000,31.9,uvTemperature,COM6

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,873.0,CO2,COM4

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,80.9,Humidity,COM4

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,28.7,Temperature,COM4

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,0.86,NH3,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,4.56,CO,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,0.57,NO2,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,810.56,C3H8,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,536.69,C4H10,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,730.95,CH4,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,0.78,H2,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,1.71,C2H5OH,COM5

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,19.69,O2,COM6

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,980.0,Pressure,COM6

255,pine chip NO3 humid,03/20/2018 14:40:42,7622.000,31.9,uvTemperature,COM6

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,922.0,CO2,COM4

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,81.0,Humidity,COM4

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,28.7,Temperature,COM4

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,0.86,NH3,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,4.56,CO,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,0.57,NO2,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,810.56,C3H8,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,536.69,C4H10,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,730.95,CH4,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,0.78,H2,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,1.71,C2H5OH,COM5

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,19.7,O2,COM6

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,980.0,Pressure,COM6

256,pine chip NO3 humid,03/20/2018 14:41:12,7652.000,31.9,uvTemperature,COM6

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,889.0,CO2,COM4

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,81.0,Humidity,COM4

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,28.7,Temperature,COM4

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,0.86,NH3,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,4.54,CO,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,0.57,NO2,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,802.11,C3H8,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,531.94,C4H10,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,704.65,CH4,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,0.76,H2,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,1.69,C2H5OH,COM5

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,19.69,O2,COM6

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,980.0,Pressure,COM6

257,pine chip NO3 humid,03/20/2018 14:41:42,7682.000,31.8,uvTemperature,COM6

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,931.0,CO2,COM4

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,81.0,Humidity,COM4

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,28.7,Temperature,COM4

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,0.85,NH3,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,4.54,CO,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,0.58,NO2,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,802.11,C3H8,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,531.94,C4H10,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,704.65,CH4,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,0.76,H2,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,1.69,C2H5OH,COM5

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,19.69,O2,COM6

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,980.0,Pressure,COM6

258,pine chip NO3 humid,03/20/2018 14:42:12,7712.000,31.9,uvTemperature,COM6

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,908.0,CO2,COM4

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,81.0,Humidity,COM4

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,28.7,Temperature,COM4

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,0.85,NH3,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,4.54,CO,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,0.58,NO2,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,802.11,C3H8,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,531.94,C4H10,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,717.69,CH4,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,0.77,H2,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,1.70,C2H5OH,COM5

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,19.69,O2,COM6

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,980.0,Pressure,COM6

259,pine chip NO3 humid,03/20/2018 14:42:42,7742.000,31.9,uvTemperature,COM6

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,908.0,CO2,COM4

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,81.1,Humidity,COM4

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,28.7,Temperature,COM4

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,0.85,NH3,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,4.52,CO,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,0.58,NO2,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,802.11,C3H8,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,531.94,C4H10,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,704.65,CH4,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,0.76,H2,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,1.69,C2H5OH,COM5

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,19.69,O2,COM6

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,980.0,Pressure,COM6

260,pine chip NO3 humid,03/20/2018 14:43:12,7772.000,31.8,uvTemperature,COM6

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,908.0,CO2,COM4

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,81.1,Humidity,COM4

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,28.6,Temperature,COM4

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,0.85,NH3,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,4.52,CO,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,0.59,NO2,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,793.75,C3H8,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,527.23,C4H10,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,704.65,CH4,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,0.76,H2,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,1.69,C2H5OH,COM5

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,19.69,O2,COM6

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,980.0,Pressure,COM6

261,pine chip NO3 humid,03/20/2018 14:43:42,7802.000,31.8,uvTemperature,COM6

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,897.0,CO2,COM4

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,81.1,Humidity,COM4

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,28.6,Temperature,COM4

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,0.85,NH3,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,4.52,CO,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,0.59,NO2,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,793.75,C3H8,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,527.23,C4H10,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,704.65,CH4,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,0.76,H2,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,1.69,C2H5OH,COM5

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,19.69,O2,COM6

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,980.0,Pressure,COM6

262,pine chip NO3 humid,03/20/2018 14:44:12,7832.000,31.9,uvTemperature,COM6

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,930.0,CO2,COM4

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,81.1,Humidity,COM4

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,28.6,Temperature,COM4

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,0.85,NH3,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,4.52,CO,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,0.59,NO2,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,793.75,C3H8,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,527.23,C4H10,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,704.65,CH4,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,0.76,H2,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,1.69,C2H5OH,COM5

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,19.69,O2,COM6

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,980.0,Pressure,COM6

263,pine chip NO3 humid,03/20/2018 14:44:42,7862.000,31.8,uvTemperature,COM6

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,897.0,CO2,COM4

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,81.2,Humidity,COM4

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,28.6,Temperature,COM4

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,0.84,NH3,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,4.50,CO,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,0.60,NO2,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,785.47,C3H8,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,522.55,C4H10,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,691.83,CH4,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,0.76,H2,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,1.68,C2H5OH,COM5

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,19.7,O2,COM6

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,980.0,Pressure,COM6

264,pine chip NO3 humid,03/20/2018 14:45:12,7892.000,31.8,uvTemperature,COM6

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,922.0,CO2,COM4

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,81.2,Humidity,COM4

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,28.6,Temperature,COM4

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,0.84,NH3,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,4.50,CO,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,0.60,NO2,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,785.47,C3H8,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,522.55,C4H10,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,691.83,CH4,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,0.76,H2,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,1.68,C2H5OH,COM5

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,19.7,O2,COM6

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,980.0,Pressure,COM6

265,pine chip NO3 humid,03/20/2018 14:45:42,7922.000,31.8,uvTemperature,COM6

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,947.0,CO2,COM4

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,81.2,Humidity,COM4

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,28.6,Temperature,COM4

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,0.84,NH3,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,4.50,CO,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,0.60,NO2,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,785.47,C3H8,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,522.55,C4H10,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,691.83,CH4,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,0.76,H2,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,1.68,C2H5OH,COM5

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,19.7,O2,COM6

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,980.0,Pressure,COM6

266,pine chip NO3 humid,03/20/2018 14:46:12,7952.000,31.8,uvTemperature,COM6

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,925.0,CO2,COM4

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,81.3,Humidity,COM4

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,28.6,Temperature,COM4

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,0.84,NH3,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,4.50,CO,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,0.60,NO2,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,777.26,C3H8,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,517.91,C4H10,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,691.83,CH4,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,0.76,H2,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,1.68,C2H5OH,COM5

267,pine chip NO3 humid,03/20/2018 14:46:42,7982.000,19.69,O2,COM6

